;mse_pred;mse_clas;truepositive_clas;truenegative_clas;STOP;STOP_clas
713;0.37998937687406464;0.015712067290148873;0.948948948948949;0.9895052473763118;Max val increment;Max val increment
714;0.6200393115827564;0.22338049979995603;0.0;1.0;Max val increment;Max val increment
715;0.6034756445461122;0.2155675424251132;0.0;1.0;Max val increment;Max val increment
716;0.5632829576949268;0.1300909507418541;0.7237237237237237;0.904047976011994;Max val increment;Max val increment
717;0.5620653883017942;0.12624593922176447;0.7417417417417418;0.8905547226386806;Max val increment;Max val increment
718;0.4081371525782978;0.0014753815703077559;1.0;0.9955022488755623;Max val increment;Max val increment
719;0.614141972921197;0.1378953862681121;0.7327327327327328;0.8755622188905547;Max val increment;Max val increment
720;0.5985951167112544;0.14656971861225185;0.5915915915915916;0.8830584707646177;Max val increment;Max val increment
721;0.5186200457068446;0.047469503804504584;0.9369369369369369;0.9385307346326837;Max val increment;Max val increment
722;0.37994750260675275;0.0009823219327270765;1.0;0.9985007496251874;Max val increment;Max val increment
723;0.44286612551665433;0.012548743820411996;1.0;0.9790104947526237;Max val increment;Max val increment
724;0.41595189502016916;0.006239299958552399;1.0;0.9910044977511244;Max val increment;Max val increment
725;0.5807171506024603;0.1123671587918285;0.6276276276276276;0.9220389805097451;Max val increment;Max val increment
726;0.5996864642353894;0.1264463660301175;0.8198198198198198;0.8350824587706147;Max val increment;Max val increment
727;0.5038264584975259;0.04125945360610582;0.9129129129129129;0.9640179910044977;Max val increment;Max val increment
728;0.5743097701271798;0.12275615776657409;0.8798798798798799;0.8530734632683659;Max val increment;Max val increment
729;0.3866756520638985;0.012516439727469063;0.996996996996997;0.9805097451274363;Max val increment;Max val increment
730;0.5180083703790918;0.030150679656270954;0.978978978978979;0.9580209895052474;Max val increment;Max val increment
731;0.5096387407311331;0.032502795004692935;0.975975975975976;0.9550224887556222;Max val increment;Max val increment
732;0.4035565715657705;0.001951372649497924;0.996996996996997;0.9985007496251874;Max val increment;Max val increment
733;0.5410432546990391;0.06746755155728207;0.8828828828828829;0.9370314842578711;Max val increment;Max val increment
734;0.5838003118109574;0.1041677867634661;0.7987987987987988;0.8800599700149925;Max val increment;Max val increment
735;0.5134083921063491;0.03525899283978743;0.8948948948948949;0.9850074962518741;Max val increment;Max val increment
736;0.5072351216105959;0.03136712126670452;0.978978978978979;0.9580209895052474;Max val increment;Max val increment
737;0.41330948773705867;0.015057568149976447;0.972972972972973;0.9895052473763118;Max val increment;Max val increment
738;0.5804275739320086;0.09897973521728122;0.7927927927927928;0.896551724137931;Max val increment;Max val increment
739;0.5621564311811296;0.11162693313651996;0.972972972972973;0.7931034482758621;Max val increment;Max val increment
740;0.4917859291035655;0.030907228648757362;0.975975975975976;0.9610194902548725;Max val increment;Max val increment
741;0.5106337129330433;0.09427098780182133;0.8468468468468469;0.9775112443778111;Max val increment;Max val increment
742;0.45219325163291696;0.009373543421971478;0.972972972972973;0.9955022488755623;Max val increment;Max val increment
